OBJECTID,OBJECTID_1,UWI,Source,API_Number,IC_Number,Operator_Name,Current_Operator_Name,Lease_Name,Well_Num,Field_Name,State_Name,County_Name,OS_Indicator,Hole_Direction,Well_Status,Current_Status,Geologic_Province_Name,Play_Name,Play_Type,Permit_Number,Permit_Date,Depth_Total_Driller,Depth_Total_Logger,Depth_True_Vertical,Depth_Whipstock,Class_Initial_Name,Class_Initial_Code,Class_Final_Name,Class_Final_Code,Status_Final_Code,Formation_Projected_Name,Depth_Total_Projected,Top_Source,Interpreter,Formation_at_TD_Name,Formation_Producing_Name,Elevation_Reference_Value,Elevation_Reference_Datum,Ground_Elevation,Date_First_Spud,Date_Spud,Date_Completion,Date_Rig_Release,Date_Abandonment,Date_First_Report,Date_Last_Activity,Depth_Water_Value,Depth_Water_Datum,Surface_Latitude,Surface_Longitude,Surface_LL_Source,Proposed_BH_Latitude,Proposed_BH_Longitude,Proposed_BH_LL_Source,BH_Latitude,BH_Longitude,BH_LL_Source,Activity_Code,Permit_Filer_Long,Permit_Phone,BH_lat,BH_long
2024,136780,35049242440001.000000000000000,PI,35049242440001.000000000000000,,MERIT ENERGY COMPANY,MERIT ENERGY COMPANY,NEPSU,P-17-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,,SO OKLA FOLDED BELT,,,,5/26/2005 00:00:00,9464.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,HART,8460.000000000000000,,,BRITT,HART /GOLDEN TREND/,1110.000000000000000,KB,1093.000000000000000,,6/15/2005 00:00:00,7/22/2005 00:00:00,,,6/3/2005 00:00:00,8/19/2015 00:00:00,,,34.753238699999997,-97.563380899999999,IH,,,,,,,D,,9727018377.000000000000000,,
2025,136782,35049242460000.000000000000000,PI,35049242460000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,PURDY NE SPRINGER UNIT,N-17-1,GOLDEN TREND,OKLAHOMA,GARVIN,,DIRECTIONAL,OIL,,SO OKLA FOLDED BELT,,,,12/7/2000 00:00:00,9747.000000000000000,,9722,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,SPRINGER,9720.000000000000000,PI,,BRITT,SPRINGER,1165.000000000000000,KB,1148.000000000000000,,1/25/2001 00:00:00,4/8/2001 00:00:00,2/21/2001 00:00:00,,12/7/2000 00:00:00,12/4/2014 00:00:00,,,34.753209200000001,-97.572642400000007,IH,,,,34.7537064,-97.5713731,IH,D,,2818743362.000000000000000,34.7537079,-97.5713730
2026,136783,35049242470000.000000000000000,PI,35049242470000.000000000000000,,STEWART MORRIS E OIL,BUCCANEER ENERGY LIMITED LIABILITY CORP,MORTON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,12/6/2000 00:00:00,7029.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,DEESE,7400.000000000000000,PI,,BROMIDE,BROMIDE,1054.000000000000000,KB,1043.000000000000000,,12/9/2000 00:00:00,3/21/2001 00:00:00,,,12/8/2000 00:00:00,2/6/2015 00:00:00,,,34.778103600000001,-97.430246100000005,IH,,,,,,,D,,4057555085.000000000000000,,
2027,136786,35049242500000.000000000000000,PI,35049242500000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,PURDY NE SPRINGER SD UNIT,N-13-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,,SO OKLA FOLDED BELT,,,,12/12/2000 00:00:00,9460.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,HART,9500.000000000000000,PI,,BRITT,SPRINGER,1155.000000000000000,KB,1135.000000000000000,,12/29/2000 00:00:00,3/31/2001 00:00:00,1/22/2001 00:00:00,,12/15/2000 00:00:00,2/11/2015 00:00:00,,,34.764958900000003,-97.571886899999996,IH,,,,,,,D,,2818743362.000000000000000,,
2028,136787,35049242500001.000000000000000,PI,35049242500001.000000000000000,,MERIT ENERGY COMPANY,MERIT ENERGY COMPANY,PURDY NE SPRINGER SD UNIT,N-13-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,INJW,,SO OKLA FOLDED BELT,,,,7/11/2013 00:00:00,9460.000000000000000,,,,INJECTION RECOMPLETION,I X,INJECTION,I,9,SPRINGER,,,,BRITT,,1155.000000000000000,KB,1135.000000000000000,,7/21/2013 00:00:00,8/1/2013 00:00:00,,,9/12/2013 00:00:00,1/12/2015 00:00:00,,,34.764958900000003,-97.571886899999996,IH,,,,,,,C,,9726281569.000000000000000,,
2029,136788,35049242510000.000000000000000,PI,35049242510000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,PURDY NE SPRINGER SD UNIT,N-14-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,,SO OKLA FOLDED BELT,,,,12/12/2000 00:00:00,9570.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,HART,9485.000000000000000,PI,,BRITT,CUNNINGHAM,1182.000000000000000,KB,1161.000000000000000,,4/9/2001 00:00:00,6/29/2001 00:00:00,5/26/2001 00:00:00,,12/15/2000 00:00:00,2/4/2015 00:00:00,,,34.764555999999999,-97.575584500000005,IH,,,,,,,D,,2818743362.000000000000000,,
2030,136789,35049242510001.000000000000000,PI,35049242510001.000000000000000,,MERIT ENERGY COMPANY,MERIT ENERGY COMPANY,PURDY SPRINGER NORTHEAST UNIT,N-14-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,,SO OKLA FOLDED BELT,,,,2/23/2005 00:00:00,9570.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,HART,8450.000000000000000,,,BRITT,HART /GOLDEN TREND/,1182.000000000000000,KB,1166.000000000000000,,4/4/2005 00:00:00,5/4/2005 00:00:00,,,3/11/2005 00:00:00,1/13/2015 00:00:00,,,34.764555999999999,-97.575584500000005,IH,,,,,,,D,,9726281569.000000000000000,,
2031,136790,35049242520000.000000000000000,PI,35049242520000.000000000000000,,NEWFIELD EX MID-CON,NEWFIELD EXPLORATION MID-CONTINENT INC,STEPHENS B R,13-Feb,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS,A,SO OKLA FOLDED BELT,,,,12/15/2000 00:00:00,9100.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,OIL CREEK,9400.000000000000000,PI,,ORDOVICIAN,HUNTON,979.000000000000000,KB,963.000000000000000,,12/28/2000 00:00:00,4/27/2001 00:00:00,,,12/20/2000 00:00:00,1/15/2015 00:00:00,,,34.737194700000003,-97.459502499999999,IH,,,,,,,D,,9185822690.000000000000000,,
2032,136796,35049242560000.000000000000000,PI,35049242560000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,PURDY NE SPRINGER UNIT,L-13-1,GOLDEN TREND,OKLAHOMA,GARVIN,,DIRECTIONAL,OIL,,SO OKLA FOLDED BELT,,,,1/26/2001 00:00:00,9750.000000000000000,,9710,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,SPRINGER,9680.000000000000000,PI,,BRITT,CUNNINGHAM,1069.000000000000000,KB,1052.000000000000000,,3/29/2001 00:00:00,5/29/2001 00:00:00,4/22/2001 00:00:00,,1/30/2001 00:00:00,11/12/2014 00:00:00,,,34.764807800000000,-97.580943099999999,IH,,,,34.7645589,-97.5803617,IH,D,,2818743362.000000000000000,34.7645607,-97.5803604
2033,136798,35049242580000.000000000000000,PI,35049242580000.000000000000000,,CHESAPEAKE OPERG INC,CHESAPEAKE OPERATING INCORPORATED,WAUGH,8-Mar,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS,A,SO OKLA FOLDED BELT,WOODFORD/CANA GAS,SHALE GAS (G),,2/8/2001 00:00:00,11020.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,VIOLA,11200.000000000000000,PI,,HUNTON,SYCAMORE,997.000000000000000,KB,983.000000000000000,,4/3/2001 00:00:00,5/24/2001 00:00:00,,,2/12/2001 00:00:00,1/19/2015 00:00:00,,,34.828115199999999,-97.639844100000005,IH,,,,,,,D,,4053066367.000000000000000,,
2034,136804,35049242630000.000000000000000,PI,35049242630000.000000000000000,,LARIAT PETROLEUM INC,NEWFIELD EXPLORATION MID-CONTINENT INC,ANTHIS,1-Mar,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,2/21/2001 00:00:00,9100.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,OIL CREEK,9200.000000000000000,PI,,OIL CREEK,HUNTON,1032.000000000000000,KB,1016.000000000000000,,3/5/2001 00:00:00,5/24/2001 00:00:00,,,2/26/2001 00:00:00,2/4/2015 00:00:00,,,34.758594299999999,-97.459591099999997,IH,,,,,,,D,,9185822690.000000000000000,,
2035,136809,35049242670000.000000000000000,PI,35049242670000.000000000000000,,NEWFIELD EX MID-CON,NEWFIELD EXPLORATION MID-CONTINENT INC,CURTIS,11-Jun,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS,P,SO OKLA FOLDED BELT,,,,3/19/2001 00:00:00,10055.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,BROMIDE,9900.000000000000000,PI,,TULIP CREEK,HUNTON,975.000000000000000,KB,959.000000000000000,,3/29/2001 00:00:00,8/6/2001 00:00:00,,,3/22/2001 00:00:00,1/9/2015 00:00:00,,,34.743791999999999,-97.490374099999997,IH,,,,,,,D,,9185822690.000000000000000,,
2036,136810,35049242670001.000000000000000,PI,35049242670001.000000000000000,,NEWFIELD EX MID-CON,NEWFIELD EXPLORATION MID-CONTINENT INC,CURTIS,11-Jun,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,,SO OKLA FOLDED BELT,WOODFORD OIL,TIGHT OIL (L),,4/28/2010 00:00:00,10055.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,WOODFORD,7168.000000000000000,,,TULIP CREEK,WOODFORD,975.000000000000000,KB,959.000000000000000,,6/6/2010 00:00:00,7/6/2010 00:00:00,,,4/29/2010 00:00:00,2/5/2015 00:00:00,,,34.743791999999999,-97.490374099999997,IH,,,,,,,C,,9188781290.000000000000000,,
2037,136811,35049242680000.000000000000000,PI,35049242680000.000000000000000,,BAYS EXPL INC,RED ROCKS OIL & GAS OPERATING LLC,LACY ELSIE MAY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,3/27/2001 00:00:00,10720.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,OIL CREEK,10500.000000000000000,PI,,OIL CREEK,SIMPSON,987.000000000000000,KB,971.000000000000000,,5/2/2001 00:00:00,1/23/2002 00:00:00,5/28/2001 00:00:00,,3/27/2001 00:00:00,1/27/2015 00:00:00,,,34.854075100000003,-97.539967099999998,IH,,,,,,,D,,4052352297.000000000000000,,
2038,136812,35049242690000.000000000000000,PI,35049242690000.000000000000000,,ANADARKO PET CORP,SHERIDAN PRODUCTION COMPANY LLC,WATSON,A-3,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,WOODFORD OIL,TIGHT OIL (L),,4/10/2001 00:00:00,9550.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,BROMIDE 1,9600.000000000000000,PI,,BROMIDE 1,SYCAMORE,1029.000000000000000,KB,1007.000000000000000,,6/5/2001 00:00:00,8/5/2001 00:00:00,6/29/2001 00:00:00,,4/12/2001 00:00:00,6/10/2015 00:00:00,,,34.795889899999999,-97.516670500000004,IH,,,,,,,D,,2818743362.000000000000000,,
2039,136819,35049242760000.000000000000000,PI,35049242760000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,NEPSU,I-08-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,,SO OKLA FOLDED BELT,,,,4/24/2001 00:00:00,9236.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,SPRINGER,9300.000000000000000,PI,,BRITT,SPRINGER,1101.000000000000000,KB,1084.000000000000000,,6/20/2001 00:00:00,9/12/2001 00:00:00,7/6/2001 00:00:00,,4/26/2001 00:00:00,1/12/2015 00:00:00,,,34.783282900000003,-97.594037099999994,IH,,,,,,,D,,2818743362.000000000000000,,
2040,136820,35049242770000.000000000000000,PI,35049242770000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,NEPSU,K-12-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,,SO OKLA FOLDED BELT,,,,4/24/2001 00:00:00,9735.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,SPRINGER,9800.000000000000000,PI,,CUNNINGHAM,SPRINGER,1182.000000000000000,KB,1165.000000000000000,,5/25/2001 00:00:00,7/28/2001 00:00:00,6/14/2001 00:00:00,,4/26/2001 00:00:00,2/10/2015 00:00:00,,,34.771385199999997,-97.585057000000006,IH,,,,,,,D,,2818743362.000000000000000,,
2041,136821,35049242770001.000000000000000,PI,35049242770001.000000000000000,,MERIT ENERGY COMPANY,MERIT ENERGY COMPANY,NEPSU,K-12-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,,SO OKLA FOLDED BELT,,,,5/26/2005 00:00:00,9735.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,HART,8530.000000000000000,,,CUNNINGHAM,HART /GOLDEN TREND/,1182.000000000000000,KB,1165.000000000000000,,7/1/2005 00:00:00,7/31/2005 00:00:00,,,6/3/2005 00:00:00,2/10/2015 00:00:00,,,34.771385199999997,-97.585057000000006,IH,,,,,,,D,,9726281569.000000000000000,,
2042,136822,35049242780000.000000000000000,PI,35049242780000.000000000000000,,NEWFIELD EX MID-CON,NEWFIELD EXPLORATION MID-CONTINENT INC,MARY B,3-Jan,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,4/30/2001 00:00:00,10985.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,OIL CREEK,10800.000000000000000,PI,,OIL CREEK,OIL CREEK,1057.000000000000000,KB,1042.000000000000000,,5/27/2001 00:00:00,7/24/2001 00:00:00,,,5/3/2001 00:00:00,2/11/2015 00:00:00,,,34.759935599999999,-97.493629600000006,IH,,,,,,,D,,9185822690.000000000000000,,
2043,136829,35049242850000.000000000000000,PI,35049242850000.000000000000000,,ANADARKO PET CORP,EXCO RESOURCES INCORPORATED,RILEY,A-3,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,WOODFORD OIL,TIGHT OIL (L),,5/23/2001 00:00:00,10750.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,MCLISH LOWER /BASAL/,10650.000000000000000,PI,,BROMIDE 3,SYCAMORE,1001.000000000000000,KB,980.000000000000000,,6/22/2001 00:00:00,9/18/2001 00:00:00,7/21/2001 00:00:00,,5/25/2001 00:00:00,7/8/2014 00:00:00,,,34.817152499999999,-97.560534700000005,IH,,,,,,,D,,2818743362.000000000000000,,
2044,136830,35049242860000.000000000000000,PI,35049242860000.000000000000000,,ANADARKO PET CORP,MERIT ENERGY COMPANY,WOODS,A-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,5/23/2001 00:00:00,11000.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,DEESE,11000.000000000000000,,,DEESE,DEESE,1060.000000000000000,GR,1060.000000000000000,,7/4/2001 00:00:00,10/30/2001 00:00:00,8/8/2001 00:00:00,,5/25/2001 00:00:00,2/2/2015 00:00:00,,,34.773738199999997,-97.635967199999996,IH,,,,,,,D,,2818743362.000000000000000,,
2045,136833,35049242890000.000000000000000,PI,35049242890000.000000000000000,,ANADARKO PET CORP,SHERIDAN PRODUCTION COMPANY LLC,PARK,A4,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,WOODFORD OIL,TIGHT OIL (L),,7/5/2001 00:00:00,12310.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,BROMIDE 2,12405.000000000000000,PI,,BROMIDE 3,SYCAMORE,1090.000000000000000,KB,1070.000000000000000,,8/9/2001 00:00:00,11/16/2001 00:00:00,9/18/2001 00:00:00,,7/6/2001 00:00:00,1/13/2015 00:00:00,,,34.784638500000000,-97.573725100000004,IH,,,,,,,D,,8326361000.000000000000000,,
2046,136834,35049242900000.000000000000000,PI,35049242900000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,NEPSU,I-10-1,GOLDEN TREND,OKLAHOMA,GARVIN,,DIRECTIONAL,OIL,,SO OKLA FOLDED BELT,,,,7/5/2001 00:00:00,10100.000000000000000,,10015,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,SPRINGER,9885.000000000000000,PI,,BRITT,CUNNINGHAM,1142.000000000000000,KB,1125.000000000000000,,7/12/2001 00:00:00,8/26/2001 00:00:00,8/5/2001 00:00:00,,7/6/2001 00:00:00,1/15/2015 00:00:00,,,34.775989899999999,-97.597219899999999,IH,,,,34.7751479,-97.5983053,IH,D,,8326361000.000000000000000,34.7751465,-97.5983047
2047,136835,35049242910000.000000000000000,PI,35049242910000.000000000000000,,RANKEN ENERGY CORP,RA-JAC INCORPORATED,TIMMONS,Jan-33,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,GAS,P,SO OKLA FOLDED BELT,,,,7/9/2001 00:00:00,6910.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,DEESE 4,6900.000000000000000,PI,,BROMIDE 2,SIMPSON,1056.000000000000000,KB,1045.000000000000000,,7/14/2001 00:00:00,9/28/2001 00:00:00,,,7/10/2001 00:00:00,1/27/2015 00:00:00,,,34.779925300000002,-97.419417600000003,IH,,,,,,,D,,4053402363.000000000000000,,
2048,136836,35049242920000.000000000000000,PI,35049242920000.000000000000000,,ANADARKO PET CORP,SHERIDAN PRODUCTION COMPANY LLC,COLLER,A-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,WOODFORD OIL,TIGHT OIL (L),,7/12/2001 00:00:00,11780.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,SIMPSON,11805.000000000000000,PI,,VIOLA,SYCAMORE,1053.000000000000000,KB,1032.000000000000000,,7/26/2001 00:00:00,10/3/2001 00:00:00,9/3/2001 00:00:00,,7/13/2001 00:00:00,1/13/2015 00:00:00,,,34.806600899999999,-97.573567600000004,IH,,,,,,,D,,8326361000.000000000000000,,
2049,136840,35049242960000.000000000000000,PI,35049242960000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,BRIDWELL,B-2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A,,SO OKLA FOLDED BELT,,,,8/15/2001 00:00:00,12475.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,OIL CREEK,12475.000000000000000,,,OIL CREEK,,1089.000000000000000,GR,1089.000000000000000,,9/28/2001 00:00:00,11/15/2001 00:00:00,,,8/16/2001 00:00:00,1/29/2015 00:00:00,,,34.800002200000002,-97.583260300000006,IH,,,,,,,D,,8326361000.000000000000000,,
2050,136843,35049242990000.000000000000000,PI,35049242990000.000000000000000,,MASON OIL CO INC,MASON OIL COMPANY INCORPORATED,ELMORE CITY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A,,SO OKLA FOLDED BELT,,,,8/24/2001 00:00:00,6550.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,HUNTON,7600.000000000000000,PI,,DEESE 2,,1041.000000000000000,KB,1028.000000000000000,,9/6/2001 00:00:00,10/10/2001 00:00:00,,,8/27/2001 00:00:00,6/29/2015 00:00:00,,,34.620042699999999,-97.385583499999996,IH,,,,,,,D,,4053924362.000000000000000,,
2051,136846,35049243020000.000000000000000,PI,35049243020000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,NEPSU,H-08-1,GOLDEN TREND,OKLAHOMA,GARVIN,,DIRECTIONAL,OIL,,SO OKLA FOLDED BELT,,,,9/6/2001 00:00:00,9638.000000000000000,,9508,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,SPRINGER,9571.000000000000000,PI,,CUNNINGHAM,CUNNINGHAM,1076.000000000000000,KB,1075.000000000000000,,9/20/2001 00:00:00,11/16/2001 00:00:00,,,9/10/2001 00:00:00,2/5/2015 00:00:00,,,34.784072799999997,-97.601741099999998,IH,,,,34.7823625,-97.6025477,IH,D,,8326361000.000000000000000,34.7823639,-97.6025467
2052,136847,35049243030000.000000000000000,PI,35049243030000.000000000000000,,ANADARKO PET CORP,EXCO RESOURCES INCORPORATED,WORK `A`,Mar-32,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,WOODFORD OIL,TIGHT OIL (L),,2/13/2004 00:00:00,10300.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,CHIMNEYHILL,10400.000000000000000,PI,,VIOLA,SYCAMORE,1031.000000000000000,KB,1012.000000000000000,,3/3/2004 00:00:00,5/5/2004 00:00:00,,,2/17/2004 00:00:00,7/2/2014 00:00:00,,,34.777168600000003,-97.530141900000004,IH,,,,,,,D,,8326368766.000000000000000,,
2053,136849,35049243050000.000000000000000,PI,35049243050000.000000000000000,,POLK B R INC,POLK B R INCORPORATED,CUNNINGHAM,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,10/12/2001 00:00:00,11608.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,OIL CREEK,11501.000000000000000,PI,,ORDOVICIAN,BROMIDE 1,1009.000000000000000,KB,993.000000000000000,,1/3/2002 00:00:00,5/8/2002 00:00:00,3/5/2002 00:00:00,,10/12/2001 00:00:00,1/9/2015 00:00:00,,,34.824866700000001,-97.574928999999997,IH,,,,,,,D,,4052328869.000000000000000,,
2054,136850,35049243070000.000000000000000,PI,35049243070000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,NEPSU,H-11-1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,AB-LOC,,SO OKLA FOLDED BELT,,,,10/18/2001 00:00:00,,,,,DEVELOPMENT WELL,D,,,A,SPRINGER,9850.000000000000000,,,,,1082.000000000000000,GR,1082.000000000000000,,,,,,10/19/2001 00:00:00,1/19/2015 00:00:00,,,34.775006500000003,-97.601777299999995,IH,,,,,,,E,,4052362821.000000000000000,,
2055,136853,35049243100000.000000000000000,PI,35049243100000.000000000000000,,RAMSEY PROP MGMT INC,RAMSEY PROPERTY MANAGEMENT LLC,BLEVINS TRUST,1-Aug,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-GW,P,SO OKLA FOLDED BELT,,,,11/13/2001 00:00:00,6250.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,DEESE LOWER,6900.000000000000000,PI,,DEESE,PERMIAN,965.000000000000000,KB,953.000000000000000,,12/8/2001 00:00:00,1/26/2002 00:00:00,,5/27/2003 00:00:00,11/13/2001 00:00:00,1/29/2015 00:00:00,,,34.577594300000001,-97.318450900000002,IH,,,,,,,D,,4058405500.000000000000000,,
2056,136855,35049243120000.000000000000000,PI,35049243120000.000000000000000,,ANADARKO PET CORP,SHERIDAN PRODUCTION COMPANY LLC,BULLOCK,A-2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,WOODFORD OIL,TIGHT OIL (L),,11/28/2001 00:00:00,11052.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,MCLISH UPPER,11120.000000000000000,PI,,BROMIDE 3,SYCAMORE,1044.000000000000000,KB,1023.000000000000000,,12/11/2001 00:00:00,2/20/2002 00:00:00,1/10/2002 00:00:00,,11/30/2001 00:00:00,1/19/2015 00:00:00,,,34.803080100000003,-97.550729000000004,IH,,,,,,,D,,8326361000.000000000000000,,
2057,136856,35049243130000.000000000000000,PI,35049243130000.000000000000000,,ANADARKO PET CORP,ANADARKO PETROLEUM CORPORATION,NEPSU,K-12-2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,,SO OKLA FOLDED BELT,,,,1/11/2002 00:00:00,9780.000000000000000,,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,SPRINGER,9680.000000000000000,PI,,BRITT,CUNNINGHAM,1154.000000000000000,KB,1133.000000000000000,,1/16/2002 00:00:00,3/7/2002 00:00:00,2/6/2002 00:00:00,,1/14/2002 00:00:00,4/17/2015 00:00:00,,,34.768173699999998,-97.585217000000000,IH,,,,,,,D,,4052362821.000000000000000,,
2058,136857,35049243130001.000000000000000,PI,35049243130001.000000000000000,,MERIT ENERGY COMPANY,MERIT ENERGY COMPANY,NE PURDY HART SU,K-12-2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,SERW,,SO OKLA FOLDED BELT,,,,1/24/2007 00:00:00,9780.000000000000000,,,,INJECTION RECOMPLETION,I X,UNCLASSIFIED,U,9,HART,9780.000000000000000,,,BRITT,,1154.000000000000000,KB,1133.000000000000000,,5/1/2008 00:00:00,5/24/2008 00:00:00,,,2/9/2007 00:00:00,1/12/2015 00:00:00,,,34.768173699999998,-97.585217000000000,IH,,,,,,,C,,9726281569.000000000000000,,
2059,136858,35049243130002.000000000000000,PI,35049243130002.000000000000000,,MERIT ENERGY COMPANY,MERIT ENERGY COMPANY,PURDY HART NE SU,K-12-2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,SWDOP,,SO OKLA FOLDED BELT,,,,2/5/2015 00:00:00,9780.000000000000000,,,,INJECTION-WATER RECOMPLETION,IWX,INJECTION,I,D,PERMIAN,,,,BRITT,,1154.000000000000000,KB,1133.000000000000000,,2/15/2015 00:00:00,2/25/2015 00:00:00,,,4/17/2015 00:00:00,4/17/2015 00:00:00,,,34.768173699999998,-97.585217000000000,IH,,,,,,,C,,9726281569.000000000000000,,
