OBJECTID,OBJECTID_1,UWI,Source,API_Number,IC_Number,Operator_Name,Current_Operator_Name,Lease_Name,Well_Num,Field_Name,State_Name,County_Name,OS_Indicator,Hole_Direction,Well_Status,Current_Status,Geologic_Province_Name,Play_Name,Play_Type,Permit_Number,Permit_Date,Depth_Total_Driller,Depth_Total_Logger,Depth_True_Vertical,Depth_Whipstock,Class_Initial_Name,Class_Initial_Code,Class_Final_Name,Class_Final_Code,Status_Final_Code,Formation_Projected_Name,Depth_Total_Projected,Top_Source,Interpreter,Formation_at_TD_Name,Formation_Producing_Name,Elevation_Reference_Value,Elevation_Reference_Datum,Ground_Elevation,Date_First_Spud,Date_Spud,Date_Completion,Date_Rig_Release,Date_Abandonment,Date_First_Report,Date_Last_Activity,Depth_Water_Value,Depth_Water_Datum,Surface_Latitude,Surface_Longitude,Surface_LL_Source,Proposed_BH_Latitude,Proposed_BH_Longitude,Proposed_BH_LL_Source,BH_Latitude,BH_Longitude,BH_LL_Source,Activity_Code,Permit_Filer_Long,Permit_Phone,BH_lat,BH_long
4553,142830,35049398760000.000000000000000,PI,35049398760000.000000000000000,,AMERADA HESS CORP,MERIT ENERGY COMPANY,CRAWFORD,1,PURDY SOUTHEAST,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,3/22/1954 00:00:00,9708.000000000000000,9708,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,SPRINGER,HART /GOLDEN TREND/,1149.000000000000000,GR,1149.000000000000000,,4/1/1954 00:00:00,6/30/1954 00:00:00,,6/24/1972 00:00:00,6/15/1954 00:00:00,7/31/2014 00:00:00,,,34.697307000000002,-97.542833099999996,IH,,,,,,,D,,,,
4554,142831,35049398770000.000000000000000,PI,35049398770000.000000000000000,,AMERADA HESS CORP,MERIT ENERGY COMPANY,V A CRAWFORD,2,PURDY SOUTHEAST,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,5/10/1954 00:00:00,9620.000000000000000,9620,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,SPRINGER,HART /GOLDEN TREND/,1137.000000000000000,GR,1137.000000000000000,,5/20/1954 00:00:00,7/21/1954 00:00:00,,8/7/1972 00:00:00,7/15/1954 00:00:00,8/4/2014 00:00:00,,,34.697165699999999,-97.538700500000004,IH,,,,,,,D,,,,
4555,142832,35049398780000.000000000000000,PI,35049398780000.000000000000000,,CITIES SERVICE,MERIT ENERGY COMPANY,CRAWFORD-B,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,1/13/1953 00:00:00,8947.000000000000000,8946,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,GODDARD,HART /GOLDEN TREND/,1148.000000000000000,KB,1146.000000000000000,,1/23/1953 00:00:00,4/1/1953 00:00:00,,,4/15/1953 00:00:00,11/12/2014 00:00:00,,,34.707819499999999,-97.529776600000005,IH,,,,,,,D,,,,
4556,142833,35049398790000.000000000000000,PI,35049398790000.000000000000000,,CITIES SERVICE,MERIT ENERGY COMPANY,CRAWFORD-E,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,7/8/1955 00:00:00,9275.000000000000000,9274,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,GODDARD,HART /GOLDEN TREND/,1064.000000000000000,KB,1062.000000000000000,,7/18/1955 00:00:00,9/28/1955 00:00:00,,,9/15/1955 00:00:00,11/12/2014 00:00:00,,,34.704318499999999,-97.534173999999993,IH,,,,,,,D,,,,
4557,142834,35049398800000.000000000000000,PI,35049398800000.000000000000000,,CITIES SERVICE,MERIT ENERGY COMPANY,CRAWFORD-B,2,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,4/15/1953 00:00:00,8500.000000000000000,8498,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,HART /GOLDEN TREND/,1115.000000000000000,KB,1114.000000000000000,,4/25/1953 00:00:00,6/16/1953 00:00:00,,9/15/1973 00:00:00,6/15/1953 00:00:00,7/11/2014 00:00:00,,,34.704588800000003,-97.529763099999997,IH,,,,,,,D,,,,
4558,142835,35049398810000.000000000000000,PI,35049398810000.000000000000000,,CITIES SERVICE,CITIES SERVICE,CRAWFORD-B,3,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-OG,,SO OKLA FOLDED BELT,,,,6/13/1953 00:00:00,9829.000000000000000,9828,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-DRY (INCLUDING TEMPORARILY ABANDONED WELL),D,0,,,PI,,GODDARD,,1063.000000000000000,GR,1063.000000000000000,,6/23/1953 00:00:00,8/26/1953 00:00:00,,5/4/1976 00:00:00,8/15/1953 00:00:00,2/12/2015 00:00:00,,,34.708337999999998,-97.534427800000003,IH,,,,,,,D,,,,
4559,142836,35049398810001.000000000000000,PI,35049398810001.000000000000000,,CITIES SERVICE,MERIT ENERGY COMPANY,CRAWFORD-B,3,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,10/19/1955 00:00:00,9829.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,,,,,GODDARD,HART /GOLDEN TREND/,1063.000000000000000,GR,1063.000000000000000,,10/29/1955 00:00:00,11/22/1955 00:00:00,,5/4/1976 00:00:00,11/15/1955 00:00:00,6/25/2015 00:00:00,,,34.708337999999998,-97.534427800000003,IH,,,,,,,D,,,,
4560,142837,35049398820000.000000000000000,PI,35049398820000.000000000000000,,MAGNOLIA PET CO,MERIT ENERGY COMPANY,VERA CRAWFORD,1,PURDY SOUTHEAST,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,5/18/1954 00:00:00,9475.000000000000000,9475,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,SPRINGER,HART /GOLDEN TREND/,1095.000000000000000,KB,1094.000000000000000,,5/28/1954 00:00:00,8/11/1954 00:00:00,,,8/15/1954 00:00:00,11/12/2014 00:00:00,,,34.700971199999998,-97.539016599999997,IH,,,,,,,D,,,,
4561,142838,35049398830000.000000000000000,PI,35049398830000.000000000000000,,MAGNOLIA PET CO,MERIT ENERGY COMPANY,VERA CRAWFORD,2,PURDY SOUTHEAST,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,5/10/1954 00:00:00,9600.000000000000000,9600,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,SPRINGER,HART /GOLDEN TREND/,1122.000000000000000,KB,1120.000000000000000,,5/20/1954 00:00:00,8/11/1954 00:00:00,,5/26/1972 00:00:00,8/15/1954 00:00:00,7/28/2014 00:00:00,,,34.700974799999997,-97.542863699999998,IH,,,,,,,D,,,,
4562,142839,35049398840000.000000000000000,PI,35049398840000.000000000000000,,SUPERIOR OIL CO ETAL,CITIES SERVICE COMPANY,DAY,4,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,4/24/1956 00:00:00,9375.000000000000000,9375,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,SPRINGER,SPRINGER,1193.000000000000000,KB,1180.000000000000000,,5/4/1956 00:00:00,7/18/1956 00:00:00,,6/2/1971 00:00:00,7/15/1956 00:00:00,1/13/2015 00:00:00,,,34.697298600000003,-97.534143700000001,IH,,,,,,,D,,,,
4563,142840,35049398850000.000000000000000,PI,35049398850000.000000000000000,,SUPERIOR OIL CO ETAL,MERIT ENERGY COMPANY,DAY,5,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,6/1/1956 00:00:00,9348.000000000000000,9348,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,SPRINGER,HART /GOLDEN TREND/,1147.000000000000000,KB,1145.000000000000000,,6/11/1956 00:00:00,7/25/1956 00:00:00,,,7/15/1956 00:00:00,11/6/2014 00:00:00,,,34.700966399999999,-97.534159500000001,IH,,,,,,,D,,,,
4564,142841,35049398860000.000000000000000,PI,35049398860000.000000000000000,,SUPERIOR OIL CO ETAL,MERIT ENERGY COMPANY,DAY,6,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,9/16/1956 00:00:00,8419.000000000000000,8419,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,HART /GOLDEN TREND/,1110.000000000000000,KB,1094.000000000000000,,9/26/1956 00:00:00,11/7/1956 00:00:00,,9/24/1973 00:00:00,11/15/1956 00:00:00,7/22/2014 00:00:00,,,34.700549799999997,-97.529745899999995,IH,,,,,,,D,,,,
4565,142842,35049398870000.000000000000000,PI,35049398870000.000000000000000,,TEXAS COMPANY,MERIT ENERGY COMPANY,V A CRAWFORD UNIT,1,PURDY SOUTHEAST,OKLAHOMA,GARVIN,,VERTICAL,2OIL,A,SO OKLA FOLDED BELT,,,,11/11/1954 00:00:00,9554.000000000000000,9554,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,GODDARD,HART /GOLDEN TREND/,1110.000000000000000,KB,1090.000000000000000,,11/21/1954 00:00:00,2/2/1955 00:00:00,,,2/15/1955 00:00:00,11/12/2014 00:00:00,,,34.704601599999997,-97.542894000000004,IH,,,,,,,D,,,,
4566,142843,35049398880000.000000000000000,PI,35049398880000.000000000000000,,TEXAS COMPANY,MERIT ENERGY COMPANY,V A CRAWFORD,1,PANTHER CREEK,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,2/9/1954 00:00:00,9504.000000000000000,9503,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,GODDARD,HART /GOLDEN TREND/,1090.000000000000000,DF,,,2/19/1954 00:00:00,7/28/1954 00:00:00,,8/12/1972 00:00:00,7/15/1954 00:00:00,7/31/2014 00:00:00,,,34.704597600000000,-97.538566700000004,IH,,,,,,,D,,,,
4567,142844,35049398890000.000000000000000,PI,35049398890000.000000000000000,,TEXAS COMPANY,MERIT ENERGY COMPANY,V A CRAWFORD,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,2OIL,A,SO OKLA FOLDED BELT,,,,5/3/1955 00:00:00,9370.000000000000000,9365,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,SPRINGER,HART /GOLDEN TREND/,1037.000000000000000,GR,1037.000000000000000,,5/13/1955 00:00:00,8/3/1955 00:00:00,,,8/15/1955 00:00:00,11/12/2014 00:00:00,,,34.708186300000001,-97.538582099999999,IH,,,,,,,D,,,,
4568,142845,35049398900000.000000000000000,PI,35049398900000.000000000000000,,TEXAS COMPANY,MERIT ENERGY COMPANY,CRWFORD-SPIKER UNIT,1,PURDY SOUTHEAST,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,3/19/1955 00:00:00,9529.000000000000000,9529,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,GODDARD,HART /GOLDEN TREND/,1082.000000000000000,KB,1080.000000000000000,,3/29/1955 00:00:00,6/15/1955 00:00:00,,1/3/1976 00:00:00,6/15/1955 00:00:00,8/6/2014 00:00:00,,,34.708233300000003,-97.543091000000004,IH,,,,,,,D,,,,
4569,142846,35049398910000.000000000000000,PI,35049398910000.000000000000000,,PHILLIPS & WISE JAME,MERIT ENERGY COMPANY,ANN WISE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,10/8/1956 00:00:00,8990.000000000000000,8929,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,SPRINGER,HART /GOLDEN TREND/,1169.000000000000000,KB,1167.000000000000000,,10/18/1956 00:00:00,1/23/1957 00:00:00,,1/15/1973 00:00:00,1/15/1957 00:00:00,6/30/2014 00:00:00,,,34.697307899999998,-97.529715400000001,IH,,,,,,,D,,,,
4570,142847,35049398920000.000000000000000,PI,35049398920000.000000000000000,,ANDERSON PRCHRD-PHIL,CONTINENTAL RESOURCES INCORPORATED,MARY NESBITT,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,4/2/1950 00:00:00,8310.000000000000000,8278,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,SPRINGER,HART /GOLDEN TREND/,1167.000000000000000,GR,1167.000000000000000,,4/12/1950 00:00:00,6/27/1950 00:00:00,,,6/15/1950 00:00:00,11/12/2014 00:00:00,,,34.699942299999996,-97.511002700000006,IH,,,,,,,D,,,,
4571,142848,35049398920001.000000000000000,PI,35049398920001.000000000000000,,HUNTON O&G CORP,HUNTON OIL & GAS CORPORATION,NESBITT MARY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,AB-LOC,,SO OKLA FOLDED BELT,,,,5/3/1985 00:00:00,,,,,DEVELOPMENT DEEPENING,D D,,,A,SYCAMORE,10300.000000000000000,,,,,1167.000000000000000,GR,1167.000000000000000,,,,,,5/3/1985 00:00:00,8/3/2015 00:00:00,,,34.699942299999996,-97.511002700000006,IH,,,,,,,E,,,,
4572,142849,35049398930000.000000000000000,PI,35049398930000.000000000000000,,ANDERSON-PRCHRD OIL,CONTINENTAL RESOURCES INCORPORATED,NESBITT,2,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,7/11/1950 00:00:00,8432.000000000000000,8431,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,SPRINGER,HART /GOLDEN TREND/,1160.000000000000000,DF,,,7/21/1950 00:00:00,10/3/1950 00:00:00,,5/25/1988 00:00:00,10/15/1950 00:00:00,1/8/2015 00:00:00,,,34.699953499999999,-97.515453600000001,IH,,,,,,,D,,,,
4573,142850,35049398940000.000000000000000,PI,35049398940000.000000000000000,,ANDERSON-PRCHRD OIL,CONTINENTAL RESOURCES INCORPORATED,THOMPSON-ANNA,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,3/17/1951 00:00:00,8205.000000000000000,8201,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,HART /GOLDEN TREND/,1104.000000000000000,KB,1093.000000000000000,,3/27/1951 00:00:00,6/12/1951 00:00:00,,6/21/1988 00:00:00,6/15/1951 00:00:00,1/16/2015 00:00:00,,,34.703569100000003,-97.511002700000006,IH,,,,,,,D,,,,
4574,142851,35049398950000.000000000000000,PI,35049398950000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,ELIGAH-A,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,4/8/1951 00:00:00,8158.000000000000000,8158,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART LOWER /GOLDEN TREND/,HART /GOLDEN TREND/,1107.000000000000000,DF,1106.000000000000000,,4/18/1951 00:00:00,6/26/1951 00:00:00,,7/30/1984 00:00:00,6/15/1951 00:00:00,2/11/2015 00:00:00,,,34.708149900000002,-97.512100700000005,IH,,,,,,,D,,,,
4575,142852,35049398960000.000000000000000,PI,35049398960000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,ELIGAH-C,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,5/28/1951 00:00:00,8333.000000000000000,8328,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,KEARNY,HART /GOLDEN TREND/,1110.000000000000000,KB,1107.000000000000000,,6/7/1951 00:00:00,8/7/1951 00:00:00,,6/26/1984 00:00:00,8/15/1951 00:00:00,2/12/2015 00:00:00,,,34.708127500000003,-97.516552099999998,IH,,,,,,,D,,,,
4576,142853,35049398970000.000000000000000,PI,35049398970000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,ELIGAH-E,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,8/18/1951 00:00:00,8455.000000000000000,8455,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,CANEY,HART /GOLDEN TREND/,1155.000000000000000,GR,1155.000000000000000,,8/28/1951 00:00:00,11/6/1951 00:00:00,,6/26/1984 00:00:00,11/15/1951 00:00:00,1/20/2015 00:00:00,,,34.708105300000000,-97.520930399999997,IH,,,,,,,D,,,,
4577,142854,35049398980000.000000000000000,PI,35049398980000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,ELIGAH-E,2,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,10/11/1951 00:00:00,8327.000000000000000,8327,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART LOWER /GOLDEN TREND/,HART /GOLDEN TREND/,1096.000000000000000,GR,1096.000000000000000,,10/21/1951 00:00:00,12/18/1951 00:00:00,,6/26/1984 00:00:00,12/15/1951 00:00:00,1/30/2015 00:00:00,,,34.704500799999998,-97.520943200000005,IH,,,,,,,D,,,,
4578,142855,35049398990000.000000000000000,PI,35049398990000.000000000000000,,PHILLIPS PETRLM CO,MERIT ENERGY COMPANY,ELIJAH-E,3,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,5/30/1952 00:00:00,8771.000000000000000,8769,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,KEARNY,HART /GOLDEN TREND/,1056.000000000000000,GR,1056.000000000000000,,6/9/1952 00:00:00,9/3/1952 00:00:00,,,9/15/1952 00:00:00,11/12/2014 00:00:00,,,34.708108099999997,-97.525752400000002,IH,,,,,,,D,,,,
4579,142856,35049399000000.000000000000000,PI,35049399000000.000000000000000,,PHILLIPS PETRLM CO,MERIT ENERGY COMPANY,ELIGAH-F,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,GAS,P,SO OKLA FOLDED BELT,,,,3/21/1952 00:00:00,9012.000000000000000,9012,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,,,PI,,KEARNY,HART /GOLDEN TREND/,1174.000000000000000,GR,1174.000000000000000,,3/31/1952 00:00:00,6/3/1953 00:00:00,,,6/15/1953 00:00:00,11/12/2014 00:00:00,,,34.700884799999997,-97.525356000000002,IH,,,,,,,D,,,,
4580,142857,35049399010000.000000000000000,PI,35049399010000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,NES,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,12/8/1950 00:00:00,8380.000000000000000,8350,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,HART /GOLDEN TREND/,1224.000000000000000,KB,1213.000000000000000,,12/18/1950 00:00:00,2/13/1951 00:00:00,,7/13/1984 00:00:00,2/15/1951 00:00:00,2/3/2015 00:00:00,,,34.696355400000002,-97.515453300000004,IH,,,,,,,D,,,,
4581,142858,35049399020000.000000000000000,PI,35049399020000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,RIN,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,3/14/1951 00:00:00,8427.000000000000000,8417,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART LOWER /GOLDEN TREND/,HART /GOLDEN TREND/,1202.000000000000000,GR,1202.000000000000000,,3/24/1951 00:00:00,5/22/1951 00:00:00,,6/22/1984 00:00:00,5/15/1951 00:00:00,1/28/2015 00:00:00,,,34.700873899999998,-97.520942700000006,IH,,,,,,,D,,,,
4582,142859,35049399030000.000000000000000,PI,35049399030000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,RIN,2,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,11/21/1951 00:00:00,8400.000000000000000,8398,,5918,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,HART /GOLDEN TREND/,1220.000000000000000,DF,,,12/1/1951 00:00:00,5/6/1952 00:00:00,,6/22/1984 00:00:00,5/15/1952 00:00:00,2/4/2015 00:00:00,,,34.697275800000000,-97.520942300000002,IH,,,,,,,D,,,,
4583,142860,35049399040000.000000000000000,PI,35049399040000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,RINGER,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,11/8/1950 00:00:00,8231.000000000000000,8231,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART LOWER /GOLDEN TREND/,HART /GOLDEN TREND/,1139.000000000000000,KB,1138.000000000000000,,11/18/1950 00:00:00,1/16/1951 00:00:00,,6/22/1984 00:00:00,1/15/1951 00:00:00,1/14/2015 00:00:00,,,34.696344099999997,-97.511002599999998,IH,,,,,,,D,,,,
4584,142861,35049399050000.000000000000000,PI,35049399050000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,RUCE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,10/19/1950 00:00:00,8326.000000000000000,8324,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART LOWER /GOLDEN TREND/,HART /GOLDEN TREND/,1212.000000000000000,KB,1210.000000000000000,,10/29/1950 00:00:00,1/3/1951 00:00:00,,6/29/1984 00:00:00,1/15/1951 00:00:00,1/14/2015 00:00:00,,,34.703580400000000,-97.515453800000003,IH,,,,,,,D,,,,
4585,142862,35049399050001.000000000000000,PI,35049399050001.000000000000000,,PHILLIPS PETRLM CO,PHILLIPS PETROLEUM COMPANY,RUCE,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,,SO OKLA FOLDED BELT,,,,3/5/1956 00:00:00,8326.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART LOWER /GOLDEN TREND/,HART /GOLDEN TREND/,1212.000000000000000,KB,1201.000000000000000,,3/15/1956 00:00:00,3/22/1956 00:00:00,,6/29/1984 00:00:00,3/3/1997 00:00:00,6/25/2015 00:00:00,,,34.703580400000000,-97.515453800000003,IH,,,,,,,D,,,,
4586,142863,35049399060000.000000000000000,PI,35049399060000.000000000000000,,TRANS-TEX DRILLING,MERIT ENERGY COMPANY,NESBITT,1,PANTHER CREEK,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,5/10/1954 00:00:00,8473.000000000000000,8473,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,HART /GOLDEN TREND/,1215.000000000000000,KB,1214.000000000000000,,5/20/1954 00:00:00,9/1/1954 00:00:00,,,9/15/1954 00:00:00,10/29/2014 00:00:00,,,34.697286499999997,-97.525340900000003,IH,,,,,,,D,,,,
4587,142864,35049399070000.000000000000000,PI,35049399070000.000000000000000,,PHILLIPS PETRLM CO,WEBB ROY C,BASAL,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,9/4/1949 00:00:00,7885.000000000000000,7884,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,HART /GOLDEN TREND/,GIBSON,1111.000000000000000,GR,1111.000000000000000,,9/14/1949 00:00:00,11/8/1949 00:00:00,,7/23/1984 00:00:00,11/15/1949 00:00:00,8/6/2015 00:00:00,,,34.696278499999998,-97.497888599999996,IH,,,,,,,D,,,,
4588,142865,35049399080000.000000000000000,PI,35049399080000.000000000000000,,PHILLIPS PETRLM CO,WEBB ROY C,BASAL,2,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,11/9/1949 00:00:00,7771.000000000000000,7771,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART LOWER /GOLDEN TREND/,GIBSON,1133.000000000000000,DF,,,11/19/1949 00:00:00,1/10/1950 00:00:00,,1/28/1974 00:00:00,1/15/1950 00:00:00,8/6/2015 00:00:00,,,34.696255600000001,-97.493559099999999,IH,,,,,,,D,,,,
4589,142866,35049399090000.000000000000000,PI,35049399090000.000000000000000,,PHILLIPS PETRLM CO,WEBB ROY C,BASAL,3,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,12/22/1949 00:00:00,7663.000000000000000,7655,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,GIBSON,1134.000000000000000,DF,1129.000000000000000,,1/1/1950 00:00:00,3/28/1950 00:00:00,,2/11/1974 00:00:00,3/15/1950 00:00:00,8/6/2015 00:00:00,,,34.699944299999999,-97.493555700000002,IH,,,,,,,D,,,,
4590,142867,35049399100000.000000000000000,PI,35049399100000.000000000000000,,PHILLIPS PETRLM CO,WEBB ROY C,HART,2,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,9/28/1949 00:00:00,7794.000000000000000,7788,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,4,,,PI,,HART LOWER /GOLDEN TREND/,GIBSON,1118.000000000000000,GR,1118.000000000000000,,10/8/1949 00:00:00,11/29/1949 00:00:00,,7/5/1974 00:00:00,11/15/1949 00:00:00,8/6/2015 00:00:00,,,34.703594099999997,-97.497882399999995,IH,,,,,,,D,,,,
4591,142868,35049399110000.000000000000000,PI,35049399110000.000000000000000,,PHILLIPS PETRLM CO,WEBB ROY C,JESSIE,1,PANTHER CREEK SW,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,4/8/1951 00:00:00,7848.000000000000000,7846,,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,HART /GOLDEN TREND/,GIBSON,1263.000000000000000,KB,1254.000000000000000,,4/18/1951 00:00:00,6/26/1951 00:00:00,,5/21/1974 00:00:00,6/15/1951 00:00:00,8/6/2015 00:00:00,,,34.704483799999998,-97.494649499999994,IH,,,,,,,D,,,,
